feature_id	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	A15M_R1	A15M_R2	A15M_R3	A45M_R1	A45M_R2	A45M_R3	A5M_R1	A5M_R2	A5M_R3	M_R1	M_R2	M_R3	PPL_R1
FT09451	408.919038824509	408.912614910591	408.919517849363	40.4447720790876	35.1479887559541	42.1041939221111	35088282.5412917	39403623.2579912	48678472.3470835	92543.9123913717	48208486.9050763	25551883.8777415	54759194.9422252	43221249.8946099	45556137.9748956	48517269.2570888	54879647.1893973	55039394.6869764	13098366.1637448
FT09452	409.042744430455	409.042744430455	409.042744430455	217.494234643335	217.494234643335	217.494234643335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2950012.10053332
FT09466	410.217178793496	410.217044983985	410.217471209767	480.228326913903	479.72352602661	480.555912464803	13769135.6332523	10509567.3588116	17578470.9622889	14674956.5329021	32491737.4006824	21238302.8309417	18119421.5352775	18436010.4675842	21236801.1261752	11628496.209789	17441697.9322926	10610218.1478581	NA
FT09467	410.239021950916	410.238926451428	410.239115928939	492.851653503125	492.466255694359	493.181658666285	45346345.8814194	5419837.372118	6312207.59511623	2821319.00511713	3065417.29038602	2922491.34621387	34647636.15885	5679236.88816404	5314852.08999142	5517360.58123632	26723039.3975441	4951931.28511101	22922987.4244237
FT09468	410.239006212668	410.238876314492	410.239060793798	829.907898246664	820.388327578182	833.063186352361	41484685.4682864	10940938.2755463	9106646.59886643	10441652.5368017	10814166.4434001	10737177.0338184	56138436.3113554	10551747.7429829	5787371.521242	9132360.70239935	50433545.2084009	10886025.8967595	35650333.2101661
FT09471	410.239332051776	410.239332051776	410.239332051776	615.630531011997	615.630531011997	615.630531011997	69806323.6702765	13879512.4521966	12972736.9332715	7424826.46817511	7901805.7089946	8399896.15216856	69731835.3338523	13042811.0565409	12434904.0111225	12798710.3046033	67123350.6112464	12803032.9991223	18409981.6069389
FT09473	410.239551036811	410.239551036811	410.239551036811	662.148788819157	662.148788819157	662.148788819157	42769327.2126962	11237799.4553881	10803702.2466702	9057652.83015039	8757759.7771518	8580205.90330722	41702857.3163294	10244055.8513203	10520984.4191139	11734320.4685589	42737884.4254099	10430588.6869052	14416073.0311478
FT09474	410.239242143666	410.239242143666	410.239242143666	542.872482772701	542.872482772701	542.872482772701	40959886.0981564	4871893.41491021	5169808.98094955	927624.841931608	281282.998214593	363255.34027102	37481365.5899518	5330662.33127884	4558582.22858095	4444023.47256857	38112576.9992965	5356476.86531872	9645044.46613404
FT09475	410.239064668054	410.239064668054	410.239064668054	769.839406280402	769.839406280402	769.839406280402	147980449.035318	48552624.5507406	45928355.747146	49660878.3931163	43419944.6109331	44177410.8239156	146357677.00633	44461249.705709	48409907.4278362	51185525.7533178	144105975.435468	43831326.2675397	47557864.8130904
FT09478	410.238632486736	410.238632486736	410.238632486736	508.088282247884	508.088282247884	508.088282247884	25496924.4763852	3198584.31810278	3291640.56235542	2191148.43452347	2011742.39826936	1192430.32455768	24450535.1633514	3027696.11887848	3066459.88799594	2952577.63073233	24919753.3137122	3016696.94809476	7550780.3309202
FT09480	410.239324229493	410.239324229493	410.239324229493	581.797074535646	581.797074535646	581.797074535646	39235354.873549	5553295.97787548	5250651.3565273	2361049.49655038	2528748.52770636	1871736.16141271	34264072.0850528	5092740.16608356	5211969.2561786	4773724.14977218	35115114.6460719	5369638.05564704	8030154.4329225
FT09481	410.239184798425	410.239184798425	410.239184798425	627.827178579853	627.827178579853	627.827178579853	55824325.594198	11598346.4344093	11268553.723262	8781361.20592501	8127629.06538426	8509918.42289503	54300300.4708235	11942609.8121952	11371489.0292705	11818707.9638898	50881429.0593062	11414688.7585873	14534872.915612
FT09482	410.239248670017	410.239248670017	410.239248670017	730.524564951806	730.524564951806	730.524564951806	79282851.9012857	24606223.907773	23935593.2909001	25545917.8033204	23831044.9881153	25011215.2069621	81579500.6537359	23880256.467378	27671043.5409295	28475735.4836403	77847716.2438621	24685151.4980296	27394311.5822152
FT09485	410.239223763319	410.239223763319	410.239223763319	687.495526904145	687.495526904145	687.495526904145	76506175.044967	23214284.9059336	22534762.6873604	22499874.8697709	21094865.1306636	20019972.2675992	78519313.217181	24235887.6260243	25042851.7623746	27276041.8864188	78610943.1136508	23638142.1833616	33781848.9701111
FT09490	410.290668948149	410.290587239289	410.290735840385	289.855071363985	289.24636391864	290.027256822848	9485958.93857752	9332226.04772701	9407932.60868554	8454680.09697475	7853823.30440148	8592286.20895044	9755246.4314215	9076308.01629417	10094902.0134833	10655672.6592795	9373717.53887841	10103055.9097523	NA
FT09492	410.348021362536	410.347880661199	410.348391245681	596.259315902146	590.74036621612	596.785209020234	12729411.422854	12351592.4475012	13621350.4674624	14846863.8697429	15875395.2773609	18535523.7752985	15006075.5605703	14166959.6043097	14444931.3053031	12642319.7159801	16075219.802117	16189794.4880289	1915295.99430088
FT09550	411.326799470642	411.326405861723	411.327132909051	675.904575888634	675.793943497966	676.556474824515	785024.872603731	2035036.12092375	1890940.13015765	4813591.61515367	6909641.94535012	7240263.68942907	185356.395793085	1267186.46749138	944840.252127064	494895.341837969	NA	422344.320868099	NA
FT09608	413.265974458922	413.265713631127	413.266442365238	40.3400148350874	39.5490167147272	42.1041939221111	902993.274190035	2253160.63964394	1275754.98726653	2512956.35737576	1969350.90871644	1452244.69303657	731934.648888113	1206717.66728914	2596660.29829448	2732497.23913618	916143.886376796	1748684.55050482	4719566.78631837
FT09611	413.269851552351	413.269826824131	413.269874164518	612.929165817351	612.440989644496	613.437087854115	2107199.30021468	4834388.05282658	5231440.01965968	23451429.2233644	28089412.7939704	28104688.2346312	3193406.77833798	6600981.70653373	5104505.86775486	4909080.35095164	2916722.12153299	4983256.71001957	NA
FT09616	413.341984410601	413.341625430824	413.342189436451	691.96083117082	691.776277400729	692.492215672772	497521.371139827	1584375.15173394	1936994.81616087	4147920.91132167	5017899.80327415	5586441.35044079	390936.52662094	1186616.7682274	732887.984358648	56563.554134418	NA	311019.687892312	NA
FT09617	413.374185949961	413.374120142246	413.37436844874	530.921928673112	530.120174109667	531.426717596975	2083235.0436147	4199045.27169873	3840842.45122161	15326014.2818956	15867057.950511	15283876.7795821	8233166.63042399	8272351.93485977	7962376.71370253	11203354.5101319	10873499.1964429	11495901.2435019	NA
FT09620	414.197643418911	414.197166824865	414.198095525423	174.075235216506	173.046430693009	180.011989320836	11626532.9750036	12503013.4413165	11961142.3390354	10634641.8012481	9828706.95206401	7688858.39242069	6035457.12513639	14181440.7718081	15500885.1143412	7438352.11753723	6821813.85030134	7312973.17725024	NA
FT09622	414.212491013413	414.212414753601	414.212624136241	455.569128626821	455.025475307042	455.578200333695	18867749.5230974	18619089.3982494	18309800.2060506	37832073.3279433	37290817.1541835	60053859.0977934	22582172.9214246	24619569.3085738	22220979.3710427	22624289.0083732	22219946.8069252	23092435.0392394	726348.227328805
FT09623	414.212444295271	414.212390730574	414.212569794327	432.067377307433	426.14486074414	439.958422598174	30272855.4201774	29223983.3466195	31782608.3956617	37034705.8302108	36607443.1729784	52229614.0219612	34986277.5974923	38674589.1548932	36523609.8074569	28615716.330312	35817125.7923167	36939842.622646	1326814.32912021
FT09651	414.321750408689	414.321516404213	414.32215956145	602.461824749417	601.788776363988	603.143575324937	30042507.7748797	19000824.1504176	27850802.5687657	24210157.304287	26202694.1236639	30619473.069065	27734861.5296994	18926428.1740966	25886936.2816434	18873556.7454963	29958404.0951589	23854451.8892399	18391502.564692
FT09677	415.194506212827	415.194506212827	415.194506212827	492.466255694359	492.466255694359	492.466255694359	9203911.84651324	3176776.66825308	2670393.03082629	8107704.74043526	2153999.66154543	5977579.40325915	11165860.561072	3997503.54995281	2759484.58597087	3375383.28886899	8643044.85813832	2921368.80577712	16637392.7535935
FT09679	415.24641765575	415.246045222868	415.246935837008	486.03103155051	485.653777762021	486.711667022666	6346758.68541093	6502859.46827725	7002714.35711391	6260610.33106931	5562455.30293298	5767236.58108129	6732355.44521086	8069222.50351635	8590259.41793945	7096239.93094663	7113901.40228672	7988991.28792316	137643.882070961
FT09680	415.254112018438	415.25403228545	415.254191751425	205.699588158999	205.133472691705	206.265703626293	11318966.9533119	9412707.18587463	8792182.80808103	18011791.4920034	14833213.6762278	15115252.5332032	11682832.2158393	12026529.0864019	11746984.6473292	10321477.5415509	13026445.7120999	11804576.4093216	1422271.67935494
FT09682	415.28810983251	415.287783827625	415.288488065322	662.60039849277	661.984409565935	662.997381414535	2985568.79386608	5951704.49293217	5540372.35286324	20059363.9218695	20483935.5935152	18729714.6004064	1981216.68760982	4951014.62529076	5434291.71310416	2052985.94076177	395366.803548304	1699586.86900691	128137.67256756
FT09683	415.288484929874	415.287945484625	415.28858008794	671.154309497299	671.005871422088	671.416642453153	1229556.55719109	2617467.46778818	2247551.42578714	11966428.3084067	10895450.7842039	10714268.4818198	1455376.34676054	2440077.58303245	2485029.06342829	950009.930603133	162828.315475983	433011.284615137	63514.8215688702
FT09687	415.306839653553	415.306334927405	415.307084961499	598.354984198238	596.955568943352	601.560908044705	10137251.163263	23990652.0862577	11827840.112856	32906560.9982229	34502624.2205927	18967357.8069164	9547599.36535172	10168113.4797138	11400124.201912	2258082.65029783	2565076.84509986	1725114.19196989	439171.169118321
FT09690	416.192061255646	416.191885535628	416.19232086729	296.95664028591	296.085280635708	297.280741384926	67334404.7217022	44028246.0928859	70615237.912641	60662949.0088344	44867093.3323502	68377096.0720852	92716067.3859875	69591583.5292014	99118727.0858105	62380290.8156505	61855681.5229839	59605131.8734887	143366.317842388
FT09693	416.249615687444	416.249331141051	416.249676017773	234.370175442756	227.878267467849	234.966879246991	22786975.5788185	22268649.6242799	22430463.9425138	50023897.428938	49753169.8590874	51330234.0919639	31424728.8625903	27784750.37997	30615576.4871887	30774146.6707492	29910629.2761995	31509771.283239	388752.470885706
FT09696	416.264834710709	416.264750931447	416.264901835625	558.814634838802	558.64513412529	559.19876949594	26674681.5165078	12067409.2633869	12126246.8445396	26960966.9953613	25039818.4535572	22711152.465556	24176422.6283032	11508411.188992	10075588.4296875	9257284.48864025	25159637.7789375	10827869.4480941	7311281.26130896
FT09713	416.301112499234	416.301004259638	416.301249565231	572.288659957495	571.682377781428	579.027891730924	20529388.8007776	18145736.8095274	19903042.8213659	27752213.1974292	26482332.3686567	50300379.9028939	27003763.1444069	26424679.7338736	22677457.253872	21598939.1479679	26697295.5602254	27451357.3826135	3202898.89109207
FT09714	416.300843230305	416.300363440834	416.301304466789	595.034892519414	586.934457209382	595.747029639858	15049800.0385688	17485231.7423892	48768426.5474637	49517557.9074636	50565298.5351237	27245064.9867645	16680004.6335998	46333571.3860393	26038371.987738	22449574.2239922	43008219.9119604	46217286.4827368	5480482.7012408
FT09715	416.337531452589	416.337385801215	416.337864329644	637.425211407002	636.543588049399	637.88866956532	56483322.5958965	82729419.9459787	100830026.553148	97852322.4062862	138292310.838784	132002689.884096	44467415.1151561	99891244.075406	100886810.51526	103165893.2678	40734348.1058763	114729214.114451	10010153.4700518
FT09718	416.389125966257	416.388877567909	416.389193943052	555.210829637576	554.322049883421	555.870714503137	4190711.7000991	3086704.57567989	3390842.66025918	13548173.3649043	15733212.436476	16205710.8676391	1428781.28264794	1182706.50318343	944432.862591627	NA	NA	NA	NA
FT09727	417.210065516128	417.210065516128	417.210065516128	380.152858694756	380.152858694756	380.152858694756	12446211.6285687	4180895.22082526	4207369.46414314	3974048.23874694	3229618.99734848	2903822.12324198	11529935.3819382	4856598.1778935	4152391.00219948	3981611.67915323	10533400.3378959	4351475.94149761	22387998.6891581
FT09748	417.34553148465	417.345408355325	417.345726382552	540.502097017389	539.669912520096	540.903201873355	1919273.69976102	2775445.17648213	2957906.59777693	1135002.48464955	1408989.19749822	1466125.99237652	1807066.58899649	2426508.90571135	2175315.38036854	1875304.97013442	1326192.39368318	3026549.3527438	10218445.1224039
FT09751	418.23399706282	418.233825304844	418.234114425314	113.128155415463	112.28675434022	113.620954246183	13488211.8889937	13598560.5832086	13974090.7975258	11590210.021818	10573103.1972323	11516848.332899	15110849.2495577	14856065.3170247	16022549.5985312	14089496.790229	15172303.4900451	14163622.2210717	NA
FT09753	418.244015282497	418.243680720701	418.244166748413	520.541440814327	519.72049724856	522.208790069247	41414745.2221948	13129644.4272683	22844049.8539553	24241674.9426988	22901935.289607	23649077.4080682	28692854.2877889	20034202.4212977	13987614.3376967	21024771.5031834	32113303.4062466	23199815.3000308	6440823.64053398
FT09754	418.243728713571	418.243594898313	418.243848945937	830.427365995955	826.588525977158	832.925007456095	45455501.9741618	20904396.3999813	13559464.3654936	18643400.5725619	19610706.4285596	21141102.5900079	89614199.9381763	20613186.0946332	25700365.1365332	19483769.4537694	44569014.4768312	20990068.7296012	32546011.8419085
FT09755	418.243816372258	418.243724777573	418.243907966944	775.180502446241	774.140009919438	776.220994973045	45236710.6776338	15749130.0799908	15413701.679759	14735479.842076	15694442.1105435	16833329.5797081	49261022.918592	16169678.3844462	16404177.5211714	16361513.8971222	40508069.377683	16140085.4440977	11335970.951565
FT09756	418.24365834472	418.243526252666	418.243790436774	736.066784098902	733.816741066342	738.316827131461	44727722.9095183	22457300.1806	20023134.5339298	21203881.1822343	20948399.2697689	19555452.5209667	55772146.5601015	18018470.4302639	21368312.1806887	20764101.0527455	55385441.6128664	21996533.9299747	17074897.9313033
FT09757	418.243775774304	418.243711083034	418.243840465575	805.186353842213	802.348816457973	808.023891226453	41922559.6185173	15654407.5096035	16514190.0284549	15793050.3564766	14704427.1628533	14744067.0224884	36714054.7419427	16798908.1973344	17259804.4157024	16278039.613432	43611661.0975782	15773492.7945365	10844887.7702476
FT09758	418.243739491562	418.243739491562	418.243739491562	498.590564387614	498.590564387614	498.590564387614	18750306.5713273	7146161.83405033	7186360.96509521	11492617.1037621	10910645.5131152	11270042.6662681	17134453.6887346	7709577.31986317	7318154.69836792	6497289.96670976	18049661.2996372	8691957.69874222	6195244.48940065
FT09759	418.243703953476	418.243703953476	418.243703953476	506.819606838124	506.819606838124	506.819606838124	21051262.4671346	5999268.78717989	7335096.3567061	13135650.296867	12784538.3978549	12355501.8814689	18905920.163922	7976101.19018893	7205252.31698151	7025034.38779936	20344479.5444326	7282611.17066882	7739121.83115241
FT09760	418.243923087218	418.243923087218	418.243923087218	765.61028203776	765.61028203776	765.61028203776	32112874.9374529	12322875.8925821	11722150.6682897	12287488.0482047	11568766.469001	12135927.1937473	30362587.9180011	11802444.6479604	12492438.0904896	12159830.2831152	32196679.82001	11247708.4132396	12348606.2841999
FT09761	418.244143229117	418.244143229117	418.244143229117	602.032408392345	602.032408392345	602.032408392345	44137758.1856147	9317008.92898229	9759159.95809206	6727404.30694535	6845497.9629776	7784302.62931347	45050584.988099	9718109.50210773	8305687.44056253	7514911.51772324	45414807.2408832	9615938.13557167	14690009.2628992
FT09763	418.243923636386	418.243923636386	418.243923636386	466.518184555834	466.518184555834	466.518184555834	43276354.411101	16710923.4766404	17132798.8072509	26354244.785935	26750849.4530467	27215383.4265953	43543941.6256153	18681991.6570128	18899597.1690715	18614909.4126237	42367908.0318107	19279748.2589988	16491423.894061
FT09764	418.244154803371	418.244154803371	418.244154803371	539.136572119601	539.136572119601	539.136572119601	95517596.3684808	22744536.2319178	24953579.4531359	27647663.9825193	29351693.4085224	30695649.4122279	88918615.6002017	23357490.7655219	22287567.3049412	20115118.669033	91731660.2642235	23559651.98658	30005593.2813579
FT09765	418.244189163649	418.244189163649	418.244189163649	634.873187319322	634.873187319322	634.873187319322	314132325.103989	100208548.243519	100513262.644059	86440735.3148369	84924905.5478634	85931858.8039857	322639056.733479	98785788.1231969	101155547.24513	98565398.6658278	317821174.30899	100869141.289547	128270120.318685
FT09766	418.243547261584	418.243547261584	418.243547261584	410.801557261074	410.801557261074	410.801557261074	24097096.1314586	10294314.9295286	10118851.0275298	13762064.2926965	12990744.5009491	14512657.5295467	24330125.2919087	11015834.8870453	10375704.5091419	9935724.18379076	23326419.6974408	11660344.8834768	11412836.4757459
FT09767	418.2437990293	418.2437990293	418.2437990293	720.727759161242	720.727759161242	720.727759161242	32700049.565223	10851504.1280276	11891115.6692556	10897782.8372886	11864678.6692217	11727375.1890258	33600752.2725983	11810477.2718472	12230383.1520876	11345036.3849576	29600804.8849699	11348469.3482244	10667496.2683087
FT09769	418.243777439745	418.243777439745	418.243777439745	791.00540599713	791.00540599713	791.00540599713	39877928.519781	13208914.9590283	14198700.208914	14114379.2880141	14726359.6421696	14021077.9408291	40052074.7839072	15447803.0716358	14392234.8801947	14076030.3774501	43200872.3157454	14526003.7224073	11793754.2480574
FT09772	418.243668303307	418.243668303307	418.243668303307	750.079652169145	750.079652169145	750.079652169145	25906774.2988906	10724267.5071215	8465842.23783234	8680618.6426606	7690659.74006067	7489809.59240079	23226120.1970778	8522677.49967947	10201747.2292326	8113641.23426598	23773171.5594704	9239253.6027375	8254278.47389889
FT09777	418.280351468658	418.280289347246	418.280746563432	576.614078732603	569.879586044133	577.036044164053	27619547.532622	13246227.794194	13820411.5882994	26113199.5472198	18197999.9032195	37142661.7342838	27204556.7630761	15364517.2588913	14674370.2543361	11915291.1599654	27828373.1312281	14451413.611958	4349486.04805651
FT09789	418.281465630207	418.281020820269	418.281635597819	465.942676950329	463.912215486301	468.642244686567	15488960.1632955	6820796.59471801	8123171.77264909	30694591.5160165	24644423.481787	23966582.468488	9782181.96723732	6185014.79562118	5518239.39200162	2275858.03740256	6652870.11377048	3139027.53804273	4340611.86195037
FT09792	418.316686314128	418.316560057051	418.316933295901	631.074768355113	630.333443599219	631.532375340455	20880769.4081747	39138109.7337169	40854422.8939458	69174033.7984209	64432229.724921	61930855.2716141	26013974.8327912	45486848.1757754	59401125.4739111	36343367.3499479	24668292.2301456	51961563.5203875	3784041.64897627
FT09820	419.315854109074	419.315854109074	419.315854109074	27.239960621982	27.239960621982	27.239960621982	13412198.2072787	16225729.3751636	14848302.3136312	19329570.4797469	14540890.1509371	14369834.0898886	12966970.2203842	14326268.9625795	17714045.4001866	22803414.4030789	12393268.9167322	15059327.0098003	182997969.565776
FT09822	419.373686008346	419.373255129629	419.374114089658	687.085985931443	685.768010264177	689.917695285965	4283805.49073423	4735072.58089872	4633714.68369474	14450987.6332573	17974115.2330534	17629322.9818674	2860372.50871746	2312233.92543751	2270838.40362841	775251.089599203	1043055.05547281	1210576.13175343	889920.939753663
FT09826	420.238165907625	420.237868466148	420.238326815025	245.058542398842	244.619795021077	246.264361664589	8037137.93131458	9888950.26374281	8323754.69001849	11048448.4344142	13345811.9615861	18467108.8614311	10840887.9241717	8411960.97014487	7424642.83956955	8733448.10493186	9090693.29074639	12331611.9575122	NA
FT09827	420.259486587707	420.259363166815	420.259697712229	830.206692894991	825.502810702136	832.856029853276	45591653.1650301	7676935.52128319	16580182.3387461	18407570.6159017	19229756.9916464	21097203.6640582	91434405.5749632	19630805.5563525	15227996.5224686	9812097.51890454	87719903.3142247	19532941.8105828	25136871.4436009
FT09828	420.259468124974	420.259341498541	420.259594751406	750.939199640842	750.54640969402	751.331989587665	49279073.8361996	32008886.526233	30035708.7041629	31793090.6985091	31134051.47441	32173680.4519921	87184851.4664995	31232704.463294	33834287.6449866	30548014.2800587	85129350.9559809	31292539.9941464	33611307.1921264
FT09829	420.259642424111	420.259412183018	420.259872665203	703.927475804757	701.351242240624	706.50370936889	37307002.2739424	20554111.4527548	21976590.9756353	20968030.2315565	20581419.5051854	21531041.1708423	62287679.5681515	21694519.570098	21516436.9394536	21353814.0810486	58163712.9685549	21774260.1550743	28402235.6186765
FT09830	420.259853831054	420.259853831054	420.259853831054	693.386170652846	693.386170652846	693.386170652846	23688908.5032364	8179905.10567898	7301673.63042506	7603541.9125984	6937404.61140735	7014823.37442944	24980873.9745208	9626785.72984158	8929810.86626681	9011648.10603767	24536933.3142253	8211999.96920497	10351834.8952874
FT09831	420.259465118385	420.259465118385	420.259465118385	350.169535600312	350.169535600312	350.169535600312	3876564.4434909	813026.904356715	1086993.8176838	NA	300160.305569987	697944.335590486	3548901.6040153	511914.457910335	332170.956001274	233167.086533553	3664957.39960934	243342.970050683	5939819.77599682
FT09833	420.259657816471	420.259657816471	420.259657816471	447.487177441896	447.487177441896	447.487177441896	22578612.5747863	4841323.09733969	4265709.81289387	4468062.97272298	3829723.70834587	3519619.90968265	18984972.2671888	4394087.22669703	4078165.77214688	4212590.84213381	19556907.0659506	4395830.16425112	12693552.6159503
FT09834	420.259573336153	420.259573336153	420.259573336153	430.428322968929	430.428322968929	430.428322968929	16620303.2072392	3558331.76431211	4095193.76979935	3325949.37245299	4319454.30332281	4175996.73523455	14899873.0302849	3896734.68267319	4127390.26826036	3969180.11899204	13847863.3056072	2819346.3964659	10464509.916341
FT09835	420.260020722335	420.260020722335	420.260020722335	675.010129690551	675.010129690551	675.010129690551	89136889.3806003	29331550.6838053	29744104.2964991	26250764.2259967	26693160.0083451	26324487.9587299	88318943.3622289	29536265.8972398	29774897.5789898	32002857.6995752	88236640.0547334	29871432.4693271	31272562.3833893
FT09836	420.25961182316	420.25961182316	420.25961182316	766.715949096199	766.715949096199	766.715949096199	23165637.9655793	9939255.87258091	8079898.68466666	8321830.6670219	8344561.19747844	7693468.84808322	23333113.7036784	8398486.92340327	8813335.12441423	9320397.32558871	21655648.1033224	7749929.96962266	9124773.57847499
FT09837	420.260051115344	420.260051115344	420.260051115344	636.067290796471	636.067290796471	636.067290796471	147388095.592434	35120198.0560962	35993098.6510296	23532057.0481324	23243110.9109504	24683272.6986571	145952477.397353	35220852.5172339	34695610.6796016	32356055.475651	148152181.306667	34769411.6207772	50621532.1093549
FT09838	420.259599172626	420.259599172626	420.259599172626	779.370128357244	779.370128357244	779.370128357244	83496880.2598209	29040462.2649033	29498047.2071685	30078848.411702	28974726.9692353	29496933.2940913	82314544.7509687	30547264.5476721	32733603.1960322	29508396.2681158	85779216.0622808	28891649.7254545	25201367.7839036
FT09839	420.259794226576	420.259794226576	420.259794226576	490.077510426146	490.077510426146	490.077510426146	52516091.1114617	11602186.7133951	11235805.6194215	8568733.53849511	7881111.34459872	9945769.04065091	49301214.3117881	10668484.1482596	11362487.9309177	10535395.3862053	51334580.5539911	10979165.1326005	23315775.5542951
FT09840	420.2599488532	420.2599488532	420.2599488532	648.721896058427	648.721896058427	648.721896058427	28785562.3649528	10382535.7127088	8829314.86762675	6890106.14497143	6706965.5714513	6724432.72456312	30957530.0148238	9396956.99464533	9206155.86022392	9200898.30436434	30265975.6408691	9876986.08691232	12458222.3781926
FT09841	420.259413485226	420.259413485226	420.259413485226	527.343232069308	527.343232069308	527.343232069308	84522495.3780582	19050991.6754636	21759961.6360861	17876451.8038811	19316149.9194112	21160972.7142189	78108027.3493306	22368211.0005725	19849717.0391494	18349740.3145412	80584125.6020082	21737230.6040662	32560007.9272553
FT09843	420.259628524115	420.259628524115	420.259628524115	368.819041582507	368.819041582507	368.819041582507	44846241.850662	10946274.7726115	11569441.7843016	5469546.86964406	9593104.27082642	7882147.35505237	38313837.3738272	9753578.58696957	9622072.02483404	10262768.5873735	38669390.8080434	10088329.6365597	36706692.9837955
FT09844	420.259751903622	420.259751903622	420.259751903622	721.942814308645	721.942814308645	721.942814308645	31876445.3303331	11855305.7850573	11929107.8802232	11591302.4002527	11383194.5234629	12477998.5840781	33725538.8684867	11506535.9184057	12185743.1437596	11433247.332032	31994442.3840176	11690947.4205887	12199307.2369575
FT09845	420.259665948931	420.259665948931	420.259665948931	803.629679402015	803.629679402015	803.629679402015	35861400.0380696	12318442.7025345	11427353.6734652	13147710.0296563	11320328.9680949	12846018.5137642	33568955.3944141	12974957.6165473	13679699.1514853	12563288.9575827	34413521.4072123	12596448.3127539	12637805.8753262
FT09846	420.259638041641	420.259638041641	420.259638041641	468.948616041508	468.948616041508	468.948616041508	35057583.7432294	6617343.19201836	7133210.9128881	7554998.64671427	6239606.03476528	6622301.18552544	31539833.2292118	7018707.39645142	6804941.49701483	6424389.39778159	31210667.9664323	6676283.39213249	15208569.7734528
FT09847	420.259817758353	420.259817758353	420.259817758353	578.918702379026	578.918702379026	578.918702379026	47154337.5604858	8787036.65268889	10307968.2191851	7096300.44268784	7247313.46365886	6205955.09277151	43815134.5736449	9449147.21100468	8510111.99812812	8015266.3109098	46921437.9004896	9116323.12363597	13574956.7765582
FT09848	420.259975656587	420.259975656587	420.259975656587	556.661726827635	556.661726827635	556.661726827635	44081548.5083298	11455026.8685165	12949498.3817616	9016675.06784974	9545130.87613155	8547743.62459054	42233386.7069095	13566137.8636537	12410487.4179799	10550015.3253516	42395524.7279188	12581279.7199335	13887324.3130246
FT09849	420.277899380557	420.277577084863	420.27809116154	454.566493342563	454.403825106172	455.253792150822	6019813.0488119	6391316.96260873	7135530.63977123	22852820.1472164	15688829.1406142	21947278.5422894	3757123.91898349	3046942.65002403	2754111.71140979	NA	NA	206046.996131136	NA
FT09856	420.332717114022	420.332311619711	420.333282897872	642.438124522033	635.768897507215	643.540344059109	7094179.77287578	17408197.1487094	17917428.7340815	15872748.8976893	15961487.8891769	15293552.5533022	5876155.23574902	17965399.3778672	12239583.7866751	19949053.3472451	9937814.74506194	12801441.0581179	6470928.18577828
FT09857	420.332285621097	420.332178099586	420.332422528099	411.450105250393	410.650838537104	412.051368792645	11552917.611453	12733924.0748926	13085593.5775399	4205363.90838951	3686394.00914553	2943288.53765024	13314841.3613692	14559940.0994315	13394709.7423051	7510874.60251739	10028070.0998166	11818519.8905544	NA
FT09858	420.332365589948	420.33223051662	420.332536803805	433.169247704634	430.685183329352	433.849441505473	12128960.1449704	15405097.9166649	10297153.6166655	4651288.81127003	4162895.76677328	4757603.02623495	15634501.3187722	17959852.2722261	11864784.4090543	13538345.8473772	12504570.7608862	15175738.3931326	25349.5296709085
FT09864	421.148510895495	421.148106979288	421.148760805102	296.407178333705	295.823219558287	297.183164709971	10176427.0860555	22971132.9544685	16052377.0833562	22204203.7507581	24253670.3420465	24116704.0913366	11660955.6964837	22611702.4155856	20361779.360032	14851492.0103267	17157552.5984489	14639421.3369841	164334.839770031
FT09869	421.232979441432	421.232849966487	421.233290790194	578.352340545423	578.041340394952	579.027891730924	21193746.9553486	30986935.1997048	34165960.3279361	19897583.8451244	25847511.0327381	25283939.8542073	26177701.6229898	37637533.4758925	34380732.0758543	24321164.6023227	24679503.419916	37752123.6602039	956566.006387543
FT09870	421.26226218777	421.262036604525	421.26239303238	642.230159546296	641.351527273077	642.743736257012	14783081.14684	8856120.78716065	8767986.94228712	18347624.1647401	23401875.7863315	21662888.6283091	16888771.9944951	8281127.0496094	8498302.84410658	4197890.5783454	13070011.4366155	4136103.67587349	5361103.65216204
FT09874	421.317509547047	421.317509547047	421.317509547047	499.834276400592	499.834276400592	499.834276400592	528849.078683207	222144.268245427	414674.246296122	NA	NA	NA	137435.963094233	NA	NA	160179.202784482	NA	NA	5299264.80188291
FT09878	421.368256161074	421.368045326347	421.368471494518	670.539868936399	669.228551372179	672.011045349013	30840397.524655	11909389.6410171	12334517.3360669	12355114.1115223	12666640.4805437	13452064.3569245	22595050.9404183	12617019.1389631	12739266.5538613	8532654.42008762	36128392.05158	11258147.4845216	8913425.44804727
FT09885	422.083886959528	422.083886959528	422.083886959528	278.881168063966	278.881168063966	278.881168063966	NA	NA	NA	149409.338340996	NA	NA	NA	NA	NA	NA	NA	NA	401869325.808787
FT09888	422.157547697034	422.157547697034	422.157547697034	330.818374805814	330.818374805814	330.818374805814	NA	346361.412148178	134021.369149246	NA	296856.039131157	NA	221143.079862575	370511.971199237	161467.138763409	431745.578444997	201965.484819725	NA	36853608.8432179
