feature_id	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	A15M_R1	A15M_R2	A15M_R3	A45M_R1	A45M_R2	A45M_R3	A5M_R1	A5M_R2	A5M_R3	M_R1	M_R2	M_R3	PPL_R1
FT04002	263.164755452043	263.164676947594	263.164785962855	452.921067318895	452.538206004015	453.36244038801	13070369.8139932	10401482.1078134	9087233.08253201	14575133.4093635	15427025.4765075	14030648.6546547	17998865.9383038	13403290.2995495	16293239.0728161	16167289.7075394	17210651.7928365	9171124.66143564	1196021.87017032
FT04026	263.201191587222	263.201130501165	263.201303170129	587.738256881231	587.217857247967	588.26982784886	16752605.1204032	23389458.9931039	20360145.8580358	31229962.0825702	29737413.984325	29796615.7239956	21834644.4519809	24722472.07097	20397633.0561005	19476540.7467359	24860548.9134911	33788130.619222	2212198.51105228
FT04027	263.201205287797	263.201125271173	263.201224956983	608.720531567073	600.838512509399	609.416790506717	8756718.87480728	9062104.4310351	9635658.09087601	16759047.6020062	23495892.0785794	20632078.8273599	9163554.05459178	9182122.7758076	8126931.50908735	7317448.34662395	8383098.84480548	7155111.23375551	1902009.37020094
FT04028	263.201185474488	263.201142020966	263.20125976839	572.182099731649	571.070844287362	573.663242485101	19448515.910428	19957109.8925337	20782404.9906266	14760831.7743294	33943007.7400943	34432510.1911837	22310309.2381722	22044392.6284817	15759203.5759929	10445246.4441123	21886694.7415774	22730435.3524365	6856175.41634545
FT04029	263.198434787771	263.198412295674	263.198457279869	318.181558050252	317.590574698812	318.772541401692	5984663.56843396	4552567.18201855	5634154.41742896	3908784.39971197	4134942.80996489	4452798.95951925	6148357.63078261	6265077.77182019	6360849.88403101	6271029.99020654	6713118.10149385	6498850.87737516	6911571.29269698
FT04033	263.222280313953	263.222202007895	263.22244055945	510.658450981477	510.075079201067	511.048570557501	14506833.1511147	16536802.6495298	18615702.0163369	16184065.8275065	16471213.7117728	16216795.6396218	14597918.0293212	20130857.4344502	18653929.9167506	17563228.9710008	16658824.8836622	21138455.2518824	3888151.90054952
FT04041	264.108468946381	264.108431322436	264.10855184785	104.746688262421	103.861404613974	106.13324057361	15671297.3646241	17035713.2184735	16274642.1882483	14367473.3785408	13385136.2019726	15340583.2785381	19456679.0207376	18757855.2391951	18071337.8463912	19981614.2168916	18164909.5480694	20186207.7355538	18511.31626333
FT04042	264.123714004693	264.12365954802	264.123757345941	281.80815469418	281.559586452173	282.279954276227	12976531.262009	10680781.0838332	11642417.5029368	11084772.9364202	11800755.2173399	13189385.6532171	11952396.2589427	9224416.09687945	14420427.898472	13608852.5909913	15238150.4114629	12895633.6013285	67793.0061406069
FT04043	264.123723102606	264.123645575949	264.123784326778	120.475187340004	120.057544408626	120.860797104908	20628911.6047555	26250577.9060712	13256645.340708	19822507.4032563	21003859.4273335	20078482.3281182	17920017.897391	15931963.7086654	20266822.8768601	28440657.6475874	20967934.4559792	26116252.1610019	19143.7690316013
FT04051	264.160078392729	264.160031045056	264.160208481129	253.430683346537	253.029384586922	254.13666739718	8691505.59644889	11258089.864541	10007010.31914	13006536.3213934	12814747.9188507	14060876.5933139	10216554.5767987	9200623.82631501	14409712.9816493	12780359.1573376	7395955.41805679	10363135.0086281	141434.33464876
FT04052	264.159837645588	264.159745838065	264.159872899085	87.5793285056677	87.0042460558712	87.979393009825	23963905.606372	25094375.593589	25509166.0788615	21168122.080318	20813353.267904	21255883.0494175	32004957.3323673	23853363.9240572	29023568.6517591	29821762.1778411	32686748.4218547	31544641.4808866	110218.464853889
FT04060	264.19645002298	264.196356463166	264.196569908386	237.847432684604	237.566112853351	238.619106166681	17116428.2586532	20714742.7245052	17886549.2952003	27982076.8326412	22301363.363161	25758542.9149685	20419060.9886766	18757107.2243344	23131657.6598987	18555523.4594743	17823906.188472	22137223.5439325	475328.346969318
FT04061	264.19642502957	264.196308355912	264.196486224428	206.958067036425	206.265703626293	207.451062559062	13035820.0655563	11000030.4562855	13485992.4875495	9746482.79885017	13363842.9088112	14033399.5310403	15077479.8144702	11144380.5282871	13537442.3471452	14756387.8779251	14463613.8337175	12594984.5207632	261359.113248469
FT04062	264.19643617456	264.196327687374	264.196608277421	570.631701368867	569.866552832311	575.625118110483	3028452.52560837	3336691.28266052	2859146.84464548	8992544.16052526	8990823.33895137	10364241.2035846	2399448.50810439	2599790.00872094	1883080.08314254	1413822.02018128	1761671.60831183	1791434.00228413	239377.195982754
FT04063	264.196454331862	264.196357539185	264.196462058486	588.763381520468	588.46259528851	589.363740454163	2184481.79722281	2105777.29057636	2568784.60376278	16614319.4191545	15472561.572126	16159312.426174	1349381.70994394	1184735.88853522	1312097.92171119	537246.819092515	729797.63153631	NA	305901.03738071
FT04072	265.119026491876	265.11898795826	265.119133496937	154.299193837115	153.012135630412	155.619671708868	14563473.2444015	18691977.3146553	13158222.6317517	12324202.3605393	12733752.0801387	12177981.6890497	30528071.41387	14202668.062431	12295323.0703879	13937021.9176853	13055192.301321	13229846.1251643	NA
FT04076	265.142260925485	265.141965463486	265.142923378802	471.106160146313	470.489103426583	471.749317130121	11396318.5390138	12282089.2147754	21159747.906939	12550560.5290485	13046915.1343444	12134615.1875561	10745873.4342496	16398131.5152106	13148735.3342525	13495462.3173667	12987973.0179341	16857627.490445	6624150.34125995
FT04077	265.143971357822	265.14391028332	265.144066430368	444.730542700535	444.1010728945	445.067101216574	24335805.6731811	21387081.3262145	31161196.6779263	26332434.7051167	24447996.8779305	29311780.9561895	28085092.4166106	30771887.6880292	30716118.7278498	23920110.7237127	22963528.0395061	29926869.2161851	2100145.75582788
FT04078	265.14402180837	265.143868843013	265.144110233663	426.911324523325	418.826208413676	427.532067583658	21229072.9004653	14478872.7971186	13830011.5070081	20228768.3638318	16997080.4994168	17827458.3345908	27229078.5444504	16967604.08266	14782052.0850134	22626639.0914474	18207584.9671136	16182437.0718002	1829438.9423
FT04079	265.144091458307	265.144008219131	265.144125737189	487.249037578992	486.35971972713	487.588118743123	13592418.348509	10292469.8483923	9861502.87315037	13877683.5150765	15891177.2801041	13166044.5821465	8326425.61306503	9230927.16471723	8377339.3407186	10900564.9093369	14620968.3106029	8550690.94040908	1809858.68948718
FT04080	265.143982703101	265.141678313167	265.144096356061	460.172039437258	459.648968299483	461.185356904463	11183628.8088001	13280097.5294526	7447360.90025098	15177380.4524489	14675121.8890575	15511643.809162	15192480.402132	11252271.6628414	13426597.9217302	11177988.3749247	15135907.5097504	10288062.7197735	4358046.62315686
FT04081	265.15536151061	265.15528845845	265.155409576511	181.602607177504	180.859842742347	181.966550196593	16761223.6781301	14466420.1899079	16464026.1878016	16407020.172604	20015313.9040055	15598616.7257442	14720479.2983669	19630440.649094	14392439.405071	17301229.3352522	18685355.4138706	16886898.0335002	3374.52439412348
FT04082	265.155407551268	265.15536144344	265.155452213064	148.897708747305	148.369773638647	149.638251937198	30887836.2763443	21873675.6871685	21337701.0196311	15210573.9227371	16281192.1429727	16573140.3614469	18573064.6934054	20862268.2184801	23180687.1344289	19084405.3129398	21126371.2777554	20093997.1517785	5179.55235525851
FT04083	265.155353482266	265.155254018875	265.155451265741	162.144109070329	161.319730804776	162.761919216678	25980896.6212455	32578606.4107271	25785100.6817158	18708063.4508581	25428103.665093	25654506.3204453	28424538.8342825	30505042.9836189	33747795.9234075	39630125.35029	34468184.9581706	36275321.4118245	2813.15293246762
FT04084	265.180421651232	265.180365908854	265.180685531562	582.959691608894	581.797074535646	583.442924276608	12653378.0775024	9650123.99711251	11399240.3072988	13159027.4039817	17646028.2565268	13957820.901486	11004556.6918207	11754212.876686	11337479.3176989	9298467.92241837	15334622.0827767	12878009.1288057	3836732.35274278
FT04085	265.180404196442	265.180270376072	265.180512672314	573.518614190565	573.187045071032	574.235115863216	8590656.37827802	7306754.43190729	7538353.52626095	16671629.7610308	14575898.2872502	20487921.7345807	9830073.97386275	9498098.54163661	13620071.9370381	12467613.3678316	9719978.57873999	9138403.69328829	1612696.90285855
FT04110	265.216765377022	265.216707945105	265.216889525062	581.287720138598	580.555793657549	583.159595670698	16334934.4221682	13467325.5685528	15903061.2007591	18660685.192112	13380109.4224195	22000210.9741952	16290578.0972898	8330436.6938794	19521896.6548536	6456465.61509651	18654568.6061086	9257655.66009212	4589099.52233858
FT04117	265.216770598238	265.216770598238	265.216770598238	521.042638767697	521.042638767697	521.042638767697	4592463.70039481	4677706.34113148	4076882.9239548	3611874.51201092	3474922.58245829	4514047.26943307	5483217.88799853	4407962.58735483	3667498.63674695	3461726.32674792	4390095.92286972	3620532.62147876	6353705.50886199
FT04120	266.102942201434	266.102907473996	266.102951201928	191.423437263769	190.991938873492	191.953128855	8699097.21508177	8316024.73911416	9292124.30053904	14693736.932375	15015821.6210369	12258674.1859008	9336516.61379327	9320706.23280912	9460242.63822874	9320524.83422534	9701032.61275326	9786447.71934893	NA
FT04123	266.124153455217	266.123989286777	266.124247882255	44.1804309924044	43.6384123925654	44.8935501855672	10525589.2457638	5616830.07407198	6183121.6271252	9938661.144158	8756640.61019517	7885886.50137772	10902520.7769857	5947004.25428175	6448843.82778796	11132323.037839	6713241.31474818	9468424.73435355	21263.9614696289
FT04124	266.139361197427	266.139297389023	266.13944767478	197.85457788319	197.359907411896	198.195615062851	15244630.1408486	10591101.7120352	13020062.3862239	19824622.1387006	18523758.2824748	19875435.8912113	11806972.8409125	17356796.5739216	11337272.5329159	13551373.1077847	14493570.4340583	14640570.9251901	243037.391814249
FT04137	266.160371282564	266.15996998305	266.160581768788	45.5606423186997	38.9792605421064	46.5328496560743	25419029.749082	17228107.8129844	19111101.4806081	102780550.400091	183850267.604966	186909703.280789	20360254.8366497	23027702.5056428	22623867.5915956	30658019.3909509	19584866.6034631	16146394.9607951	248125.414320974
FT04138	266.160278084839	266.160090837415	266.16035296514	60.1925288227657	59.5207035709742	60.6793779953882	9646287.028921	9979261.59351594	8891527.21657149	126644448.276169	117502118.828082	121662832.214303	17110664.2669388	17539269.0675058	21457036.2472776	13790702.5038911	17054421.5491819	14386582.9691193	434211.169681098
FT04140	266.175750636495	266.175689687803	266.17582654889	130.20561811843	129.779877359025	131.136413551667	35193625.8340216	46972095.5540899	52246737.2673524	45151909.8415254	45448897.5299389	44860334.5190237	44871644.2441748	48408765.6204881	39115800.6047891	28712129.7535598	49591919.6955838	38250777.0168829	148343.862340635
FT04141	266.175698482994	266.175548961078	266.175806731941	274.443930322282	273.826720807182	274.587674255956	5163249.36036436	6333981.81353437	4798443.50995428	17627774.2079799	17853427.9853146	15888447.8062003	3775666.40680654	3731184.29496851	4148565.05062594	2106409.22186889	2061364.29888262	2116962.87912497	165531.830711758
FT04146	266.233168221612	266.233073214732	266.233236967841	442.756210232371	434.068111449073	443.854931058743	18398011.1835762	19438970.6959212	19596306.867316	15949661.0593489	14313056.3013472	13965555.0427428	19719818.1216501	22042148.7214712	20000223.8461495	24201573.7048526	19477255.937866	24473489.2253874	2961116.32323335
FT04158	267.134625786972	267.134468584519	267.134699096581	189.966239682318	189.510563265909	190.95115434083	12238257.2258593	10659177.1712161	8897564.68515002	19889584.536126	21514920.1124965	21432556.3882655	13545246.776278	14283350.766267	13025170.3629385	14005337.9586769	17333421.8329584	11314894.3939973	NA
FT04159	267.134713903004	267.134686325836	267.134740072832	134.406160214094	134.283367377901	134.750360325588	24189717.2327755	24321165.7873049	24520569.2317921	32428471.8797438	24818615.9604572	27081871.0182657	28268018.971782	27109074.6956622	27483544.2441605	27082521.6817831	26309988.3680161	26907021.3087528	NA
FT04160	267.144168546798	267.144064246444	267.144239096455	186.377416771106	185.90841705904	187.211931056805	9184824.2394773	8643848.53219365	8394220.94856996	16082076.7840268	14900755.6526217	15637559.7082331	11297846.3192311	11261063.4577328	9903461.81857941	10796801.2269216	9965967.22259481	10096498.6316005	86478.9380375712
FT04161	267.159647194451	267.159593207433	267.159714711034	416.789641348415	416.081240378982	417.486643678685	39129552.1910653	38708772.9144128	38749910.8074135	43056091.2652371	43568091.7681158	42542945.2678823	46997860.5578044	44814622.9123375	41192136.6799678	40906133.0347732	44515762.4037777	35566769.7152213	4899755.5730081
FT04162	267.159671677525	267.159613973158	267.159724206843	408.394850457404	407.501940842244	409.105055436503	17205887.6860115	13426103.9330279	13902893.801483	15883606.1102309	15235228.9781541	15222216.0593087	16949908.1749992	13812353.3771167	13173761.5105373	17120936.9604312	18873624.6664867	14763677.9093465	3166500.07198168
FT04164	267.159615136884	267.159508520361	267.159718924929	464.806112424386	457.758758936306	465.766617957433	20666483.7102726	10617034.9015976	10263028.4639707	13977780.4309192	15418043.9140215	14418637.0768741	17940792.8423599	12228172.4914369	12645216.7191143	11410404.848589	19040199.1802777	11949478.438345	3819988.53076426
FT04166	267.172602217866	267.172416811089	267.175264691029	561.418156415718	552.70664873312	562.000984361913	14298191.5000481	18131261.0128572	21561429.5275835	16102953.7642101	18870983.2164353	17097095.0837142	13868534.6333433	21876546.1236919	17402769.2954758	18289469.7555116	13786509.0564661	17795960.7796416	23312982.8564485
FT04172	267.196097303869	267.195972388885	267.19621530341	552.97553806343	546.6776004725	557.439237415863	34537515.6970158	58220570.5157678	31341887.9631728	87486053.8718409	93041555.5675058	94384736.4065342	37223107.9388102	57035532.7476802	42517884.5731603	60525693.7125726	47130233.414418	46045682.8616621	4800978.83303883
FT04173	267.196094519867	267.196038667628	267.19627184261	569.833270894422	569.313276037453	570.780162790611	13083566.9028749	13832641.9530797	13737975.0405486	20778533.9048234	18235838.3193171	20060672.4019256	13740333.1114668	14357984.714046	12755118.4024921	11528500.9930588	13530846.3612317	14291368.1325774	1555376.8068499
FT04174	267.19616394326	267.196106689387	267.196192681493	535.952833770025	535.314151302812	536.250974644546	9226245.8019788	7144893.81753496	8859209.75510596	11028102.1358716	10689319.4648438	10580964.8960396	9086486.85419918	7813692.647887	9777066.20674474	7646772.56497197	9608617.07403653	10145807.6683163	4982668.54507128
FT04196	268.014788708324	268.014648760119	268.014992937416	37.3531788282056	36.4918978914017	37.460591803602	5794308.65150894	3932356.1658475	4559538.99611437	3876573.93737658	3817631.81875536	4087751.48467286	4947310.76967012	4678031.25982872	4130467.39883658	6322475.7779266	5279527.72907401	5079380.5192881	1329228.8152799
FT04197	268.131509596349	268.13113792492	268.131708751032	112.224694609176	111.807951245008	113.007444291277	8162445.19738882	8261554.89601735	7899536.12444639	47053413.0102998	45547349.8711114	44139599.7791765	11224825.6733507	11878379.352388	9574660.0071466	15029421.3295656	14374466.3678797	14323806.3007499	NA
FT04199	268.139575622534	268.139374556297	268.139733859425	222.503265336275	222.118671729724	223.255729462178	3877967.0338589	3394982.13240291	4037419.8119405	7781410.52952449	8060492.64074394	7688824.88146867	6103949.55719399	4955063.0232787	5188758.29771956	5275453.4516772	5504654.81418196	5320840.53938924	81905.7498027771
FT04205	268.1760447488	268.1760447488	268.1760447488	194.505950548812	194.505950548812	194.505950548812	202910.166542607	131245.06108236	226140.938661135	NA	303737.504180114	300609.539616241	NA	166261.29287873	NA	89997.7392952223	NA	264913.787529607	1326930.8213979
FT04206	268.191380861215	268.191279842426	268.191444292672	179.346087484057	178.605968058275	180.137811675811	12059774.2761994	12879071.117919	18565989.7668464	32295893.05096	27618621.3888166	20415345.1600591	13804728.4235139	19556929.5765267	17133885.0232067	19103755.8059689	14553696.2077339	22694161.3713522	140162.438861302
FT04207	268.19135832723	268.191292995827	268.191452967295	239.81894859768	238.941150754796	240.321386879933	4523913.15706876	4075798.79796042	4176492.34657173	12588328.1888262	12312056.5017923	14984984.0851881	5193740.95100885	2899559.15585514	5111630.43598742	4894220.94225946	5808048.52951484	3251374.96525625	91070.1374565859
FT04208	268.191269082885	268.191265014244	268.191431468278	159.82675024523	159.190747409632	159.836338500335	10117369.0260418	9311708.99951158	9270541.4698982	14843760.7391878	15446653.7582327	14482308.8559857	10745402.1410723	11094847.2850705	10892825.6060698	11120915.1322307	10779510.9900856	11794182.6349118	92662.2429649179
FT04211	268.264122368375	268.264081116423	268.264299388986	498.64712183812	497.914588891344	499.12945407223	10302630.6288112	9543219.85080511	10172731.7916496	21472024.6976703	20548141.772536	22772811.6932042	13243132.6069472	14984367.0913744	14295146.202369	13882669.1741094	16532226.6907737	16884746.8132805	120767.247977389
FT04215	268.960965232292	268.960815634774	268.969814545495	37.5341798207249	35.2685295190899	38.6690908869173	2892901.8745879	1725869.40332154	1028430.01706173	1490350.98980275	1541194.24308901	213297.168568651	1394404.33803734	2036841.80867202	1635960.74391097	1375405.22938827	2219909.89139054	1993061.49345104	595703.240854755
FT04221	269.138919437698	269.138859884923	269.138996047124	480.300000620611	479.917503389313	481.108071725185	28596371.5615288	28998575.5563548	29881290.2287223	17359741.2786878	16150314.0528201	15387659.4786471	36515251.4477041	36373705.382392	39534029.0717909	36460469.6732908	38430307.6391495	41344172.3170354	2666128.7043105
FT04224	269.13893186863	269.138852574397	269.138960125304	442.501313595247	441.747579210905	442.785248274883	9354865.6805911	6462948.46486342	8728631.08555141	11296129.699042	10251928.3022813	11748821.6320212	10958700.7829694	10636770.2423256	10784087.9963623	8443353.04957605	12754193.3568431	9166400.44425221	2097197.69398371
FT04227	269.175373121477	269.175173768302	269.175432681445	553.986395340473	553.470576492115	554.322049883421	13668864.3692994	7951212.81007695	10614807.751194	12479051.9307539	12200653.8990793	13129968.79116	14440856.896078	12003495.9741818	12926772.7132091	10953840.377156	17722161.3260013	12457909.5294469	2646380.3861573
FT04228	269.175346873968	269.175263562616	269.175419872149	563.850607391458	563.495597315749	564.518540811656	16818143.4713823	11819867.8316971	12592608.318564	12676928.1053756	15576571.8282101	16801355.790822	12303310.851753	14340439.4033724	14571527.2151971	12291617.4216786	13975005.4155633	14658730.2624995	2724793.54029638
FT04229	269.175307828823	269.175248818889	269.175415021567	542.295394643221	541.861500275214	543.10573839452	18927813.3738278	13019276.9714236	15260284.9820858	17441856.3857912	17630168.1012908	16469837.7149236	17198746.8549384	14303433.137072	14984368.1406656	16274883.8072687	11843281.4355074	15741303.8935618	4223218.69749954
FT04230	269.175316600435	269.17523052833	269.175414974344	526.363866103889	525.48348233049	526.788775410394	15267635.2699952	20129244.6377652	9829456.16477137	15361754.3006354	14295947.9056633	23334665.1796022	30372866.8746471	11110292.735059	21817140.5491882	9599856.8005332	11671049.3899511	10317457.9275065	3869725.73414658
FT04237	270.134236388002	270.134179436921	270.134362138783	283.828065112953	283.033611970402	284.146914991773	19494396.1414799	15776093.6472652	15191797.4067483	17218292.121513	23002829.1399737	23468322.0562679	16993416.9886512	19618304.34243	23468866.5049875	23967318.2112523	18215382.6341297	18445484.9096305	147652.42674186
FT04240	270.138938919474	270.138938919474	270.138938919474	221.765620043243	221.765620043243	221.765620043243	NA	143728.387671689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5782874.54622417
FT04241	270.138814187047	270.138814187047	270.138814187047	377.646753037474	377.646753037474	377.646753037474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46755347.0640471
FT04243	270.155347813831	270.155203558998	270.155439216862	144.773070911893	144.127384407499	145.598403799765	13403084.8416397	11843951.7549391	12498026.0688961	7538991.46550131	9038008.97422179	10327413.851261	12169896.4084739	13241095.4729419	13310496.6063926	13743763.4378956	12377904.0467927	11696304.6366979	1933178.09897832
FT04246	270.175537608021	270.175357141326	270.175610978778	499.944643864096	499.239091729758	500.534263471841	3819493.96074914	5355155.25450883	5775128.9761787	NA	NA	NA	5612171.70455654	7240104.70943936	6549482.68575155	6677130.83879777	5648837.67672004	6981858.36140776	6916518.09864476
FT04252	270.279695057433	270.279553554705	270.279783728101	470.682929682477	469.849019147659	471.106160146313	21653790.9713204	23745903.0233758	25881559.4922015	19524121.1673617	20723571.6491948	19124912.2235068	22834803.4113478	27605263.4621972	25622249.7367302	25758511.9201394	23575674.8278043	26691552.0601378	122626.930105574
FT04253	270.279670865593	270.279613522305	270.279758508748	482.383084629548	481.724663501487	482.77273791006	27103514.8443226	32827499.5662329	33280801.0123367	25361412.472104	28170336.9604921	28127299.7041481	34159592.2226489	43337429.5556907	43402895.0427707	40652751.5228192	40085719.8422515	44086152.9250988	105537.843100588
FT04254	270.279623182377	270.279555328853	270.279776154577	460.374865074193	459.994258567297	461.216170899078	21719426.8641166	27797710.1751983	26934127.118184	22947637.9853868	20027562.3191535	23519250.3792664	25722041.159796	27283868.2168043	29403281.9536304	28675116.8402908	25560560.2587091	32312628.6226024	43443.4441642953
FT04255	270.279867154503	270.279742891606	270.28005791141	646.111362025168	645.725420622285	646.64818148621	1912147.050245	5320415.27847835	5888179.82647191	6881091.71795329	5880199.21461284	6175135.78718024	3293309.29269583	5878636.94197829	6762278.02047273	6310170.36065754	1773747.96823124	5624388.54609325	22140272.0041788
FT04257	270.315970565729	270.315904778063	270.316108813796	500.226223067745	499.316846154159	500.904701606978	868432239.395718	735969464.796482	821308289.579575	867991689.415099	941213698.821003	982080079.555691	1017194830.32243	924928825.823593	893743422.788961	902166348.001581	1086548075.03936	982752460.704879	23249087.5331089
FT04258	270.31614008094	270.316115089415	270.316165072465	542.361959860421	540.415041286204	544.308878434637	26586425.1634771	17945286.2575028	25058219.8920186	22967929.783857	24887330.0795415	27071343.3697787	29969287.9558012	29224872.9894664	27715030.3079322	22593813.718329	15290047.7015115	30477305.4105506	4045626.31334463
FT04270	271.165967153097	271.165875835425	271.166079620708	169.919310776868	169.231210058297	170.383721764858	8203872.86564778	8219990.48282913	8143923.57420112	16842865.6007879	21197050.9721365	19689307.1137956	12595555.0915093	11956517.1130902	11719372.1565333	10592003.6025123	10977495.9063455	10529546.1516384	11656.0622857484
FT04271	271.165761249207	271.165641465582	271.165894088434	223.287159537191	222.226229904723	223.699884781767	6500761.28151533	8233476.60078669	8357543.63755812	25841613.5200142	28611754.7816773	30066195.1941779	7802887.00823136	9741632.28236659	7362058.93712922	6124450.74294725	7663390.82455328	7936477.04173289	12860.6971141001
FT04273	271.190924996843	271.190677490589	271.190995273609	522.610490418123	521.860421126284	526.499847451415	37093801.6584584	26284504.061029	43909869.0817035	45757726.5449077	47113163.3505241	37018409.6996149	35395680.9711406	30072881.2988451	47894058.2081292	46431680.4079084	43671337.4764728	52393157.6645868	7585110.91096021
FT04274	271.191035673079	271.190872041584	271.19110204172	537.28890387335	536.812047341104	537.726361286176	15426650.9924237	16336771.3082444	17866546.0244855	18596011.861713	20373081.1986587	18269603.2717502	17227912.0576007	19711544.574412	18591511.9165301	17616028.190234	16529714.1187559	18180676.974669	3050780.93466785
FT04275	271.190876722427	271.190807033159	271.191043824689	499.084445094731	498.21917697682	499.834276400592	14256118.8798258	15161786.1344548	15594084.2024336	14018234.3498106	14713886.3311813	14198889.7326861	17135952.8001512	26176402.4914782	8581933.61049095	16826409.6087133	16504524.513018	17086685.3382299	2382730.5797054
FT04276	271.19097053199	271.190916381527	271.191021127183	490.763261479905	490.268860601969	491.543062189939	8496723.47716437	7711495.17306343	7213845.4879586	6638011.40170937	8026285.16812795	6758034.23735355	8094224.06341711	9679317.07991816	8201762.20229776	7990099.23822333	8680203.03792607	9825458.60674231	1367417.71625459
FT04277	271.190951820522	271.190831399151	271.191052407588	559.994296913227	559.578254894944	560.358019171183	7340090.95579017	5297294.93080564	4905994.50314895	4934777.95001873	5482656.46813609	5582717.69301313	7390855.15502688	5997170.37076552	4324792.2476272	5463888.14362587	7341649.60192311	6495953.22179581	1403098.02466313
FT04279	271.202259678947	271.202224019434	271.202298538898	214.679448476073	214.419848710797	214.918047296076	2578996.81460824	2133491.7627478	1835932.08845076	9207154.59759874	9548227.3144789	11541666.442219	948619.807388305	633721.87370371	1074157.61400692	139257.318254818	134352.324737938	118588.517220622	NA
FT04291	272.110929221063	272.110815410032	272.110994395482	65.5156223348352	64.3959173819192	66.3132676553789	21243892.1011304	24908431.6427735	23438333.6448852	24471575.7689864	24183293.7814026	23605885.3720687	22306865.5301251	25455434.4323118	28001351.7554764	26012565.4082253	9646160.17714265	24517840.3162966	NA
FT04292	272.111226395467	272.111124117789	272.111249921616	114.525220221166	114.220313437217	115.338446650042	11805538.1070703	13947511.73274	13750245.1332232	6679395.58930436	7600971.83713512	6762203.30511279	11305413.4718123	10911806.6674595	10927264.2833614	13664109.0219951	10853458.4355473	12471048.5727177	NA
FT04293	272.111102262457	272.11101278457	272.111226495591	84.9719348460175	84.2721819494992	85.3678459886644	20065382.3286153	33348693.162581	23191776.9823255	20445153.7531661	19099825.9251014	18503552.5054987	23818012.6737772	21049105.1992808	20198375.1690291	29638090.080279	16752034.7917257	20830435.1289578	NA
FT04296	272.134482491443	272.134293325848	272.134653692298	43.9339811374932	43.492607212005	44.6049602748795	4893832.72352894	4225272.55134681	4898762.57429691	145587383.992135	142667244.327483	77933919.519924	2780241.74812747	2633476.29228244	2763570.37559422	1927094.29654739	619062.067527999	1223690.14867751	441754.80456108
FT04298	272.149867163108	272.149791144537	272.149902664688	259.020137881642	253.228661521059	259.685947898999	32209977.0855193	38299505.4180887	32966582.925467	29663762.471472	29140756.4158521	17150031.8487067	38841900.1214557	33596128.1261578	31825737.8400823	33934065.3730309	15472068.8123438	30596753.4780375	7216015.67229858
FT04299	272.14988550356	272.149779633248	272.150018306315	219.65013962905	218.944423318809	220.187388548444	8688830.80681014	9448533.01013997	11260121.6746432	46777044.2116938	36660291.5119967	49598478.58623	12817170.9568902	7297325.36256858	11571846.2138107	9929804.67570921	10570949.1078817	10639491.5924107	2008844.09855581
FT04302	272.186298056465	272.186204163418	272.186384541104	181.760389134967	181.179469610462	182.307833687024	5106892.07483268	5586971.01617475	6491707.97796937	6049527.87822236	5714650.20415538	5993243.33684387	9071581.32175893	8606523.0853276	6607569.40602912	9436685.3267871	5336555.36261587	4963520.31756262	934116.575811431
FT04306	272.222642514896	272.222558635748	272.222690960742	490.704032661246	490.077510426146	491.054582856492	11444716.4806604	10649224.5248402	10489546.5297778	8189683.41025995	9657869.03751548	6811071.5679336	10649982.2919149	12142419.0269566	10995602.3016243	11608369.8818662	11197905.1945141	11609122.8071908	19323005.0490523
FT04308	272.258911088928	272.258853082077	272.259092134769	472.219523736862	471.604205264281	473.669914441557	26609630.5396445	29751331.3992379	30114215.3113987	19729330.6592306	21682730.991678	21277602.2126711	30190887.0565276	31798926.2724595	31132499.2529687	32446294.8624948	29941818.4302129	31914482.3698557	2548030.91480576
FT04310	272.295247675583	272.295122641173	272.295492188117	501.928868055098	494.265690906207	509.673548567152	22469803.6031015	10785629.7088527	23128050.0048688	31335311.7673882	22988116.9654805	15052599.5593958	16584523.227459	16642248.2547506	26115919.2475716	29589768.2316239	33587286.7087111	33565998.3711452	56110.0327038707
FT04313	272.944614407779	272.944522593875	272.944720443189	39.9756264325952	39.4799474788125	41.0322413457964	31951628.6619398	28602453.2548347	40879978.6534377	43054694.6067511	40952741.7826649	30965971.7912171	51410759.5123374	31142504.544576	28088238.6639894	42848597.7120728	34660077.6198083	40192562.1982533	21671546.8520483
FT04328	273.145164917944	273.145070951381	273.145223084575	109.737092444459	109.355006712924	110.600676027682	8404622.959788	7502181.98741344	9511986.99578063	12917379.3593107	12684301.561604	12396708.5527085	12124197.5727228	9966271.408561	8909707.10345751	11756260.5664184	10013168.9537696	11463482.1106492	NA
FT04329	273.145132596419	273.145021499432	273.14525956381	151.118334857211	150.594624736291	151.518729939085	5891261.64008249	6018353.59216623	5446233.80425879	23825498.1917414	24149293.5036114	23209956.5980756	7472955.21186523	6327775.06398712	7167943.70559869	6481646.02984613	8011555.80402735	6365400.89117674	NA
FT04330	273.145154092584	273.145077354236	273.145206996476	136.039774922565	128.576301362944	136.861459550499	26521446.3346953	27087103.8004527	27401408.604694	142086990.952441	144641246.19537	144953984.373785	24364264.038192	16609158.48425	15681015.5672294	15509371.90746	15498115.4666715	10620690.6151601	7109.16424077364
